标题,年份,类型,媒体类型,个人评分,观影日期,简介,封面,背景图,演员
家贫不嫌父穷,2025,,short,8,2025/7/31,身为贫农的吴大海有两个孩子，亲生的吴杰和捡来的吴萱。多年后，吴杰嫌弃吴大海有尿毒症，偷偷订婚，并说父亲死了，吴大海大骂吴杰，吴杰却伙同徐家动手殴打父亲。此时失散多年的吴萱出现，并以五百强老总的身份打脸众人。,https://p9-novel-sign.byteimg.com/novel-pic/decf6dace8c7ddc23a5be777ec57f93d~tplv-resize:0:720.webp?lk3s=4a76a7c7&x-expires=1769256537&x-signature=46tsYFDaw6yFrWP%2BAeUxgeCVSM0%3D,,李永鑫
子欲养而亲不待,2025,,short,7.5,2025/7/31,陈俊意外得知自己是身价百亿的陈耀唯一继承人，却面临家庭与责任的双重考验。癌症晚期的父亲需要他的照顾，而妻子刘婷及其家人却误解这是一场利用。刘婷不仅拒绝支持丈夫尽孝，还暗中与情人密谋榨干陈俊的财产。在陈氏集团继承权即将公开之际，刘婷带人殴打陈耀，并决定离婚。陈俊将如何应对家庭危机，守护父亲，捍卫自己的权益？一场关于亲情、婚姻与财富的较量正在上演。,https://p3-novel-sign.byteimg.com/novel-pic/ccf5dc33c4667e89dfded58653c90c74~tplv-resize:0:720.webp?lk3s=4a76a7c7&x-expires=1767924300&x-signature=XlO6jqkqjqLJIvpuyfmS6Cz7Rwk%3D,,贺龙天
你好，先生们,2025,,short,8,2025/7/30,怀揣着新闻理想的林君妍进入了一家业界不错的传媒公司做了一名见习记者，在她做新闻调查的工作中，先后遇到了腹黑作家钟善沐、奶狗明星宋俊安、霸道总裁金世希及暖男医生霍泽浩。这四个性格各异、不同类型男人改变了林君妍的生活，乃至人生。在经历了娱乐圈黑幕、商业斗争等等事件之后，林君妍在四个男人中找到了自己的真爱。,https://media.themoviedb.org/t/p/w440_and_h660_face/ryL5yqCjKH4jyf0uCS0LCiWme2A.jpg,,孔奇力;申浩男
裁员后我走我的阳关道,2025,,short,7,2025/7/30,陆鸿遭刘楚月背叛后重生，辞职创业成立鸿鹄科技。欧阳佩对陆鸿日久生情，成为其贤内助。陆鸿凭借技术逆袭，揭露刘楚月真面目，最终与欧阳佩携手共赢，刘楚月等人自食恶果。,https://p9-novel-sign.byteimg.com/novel-pic/89a7bd89aedfe4bdbceac8e3d98184ef~tplv-resize:0:720.webp?lk3s=4a76a7c7&x-expires=1768749213&x-signature=yaQwklQQnSQn6QqJehBiwUQaD64%3D,,赵志盟
百分之百,2025,,short,8,2025/7/30,林奕意外获得了一项异能能够看到每个人头顶的百分比数字，但他起初并不清楚这个数字代表什么。但是在与女友苏雅及其家人相处时，他发现了不为人知的秘密，而这个秘密，也让林奕知道了每个人头顶的百分比数字含义，竟然是,https://s3.suju.app/@xdj/51/dS1I7/0.jpg,,王鑫源
陆少的小尾巴又萌又猛,2025,,short,8.5,2025/7/30,于书心为查明家族大火真相，意外闯入陆霆的生活，两人从对立到合作，共同揭开惊天阴谋。,https://s3.suju.app/@xdj/22/TGxx7/0.jpg,,赵志盟
富贵不还乡,2025,,short,7.5,2025/7/29,被陷害入狱的林云峰如何重返家乡？他与旧爱曹小娥能否重修旧好？十年隐藏的秘密将如何揭开？一场惊天逆袭即将上演！,https://s3.suju.app/@xdj/38/W7JmpB/0.jpg,,赵志盟
枕边的秘密,2025,,short,8,2025/7/29,枕边的秘密丈夫鹿川发现妻子舒雨的秘密，婚姻陷入危机，真相逐渐揭开，情感波折不断。,https://s3.suju.app/@xdj/23/8b04f/0.jpg,,赵志盟
我回归后，父母惊呆了,2025,,short,7.5,2025/7/29,一场意外相逢，揭开了楚天隐藏多年的身世之谜。这位年仅二十出头就身价百亿的商业奇才，竟是当年被亲生父母遗弃的弃子。重返家门，楚天本想弥补失去的亲情，却不料迎来的是父母的冷嘲热讽和弟弟的嫉妒敌视。更令人寒心的是，父母找他回来竟是为了给养子楚峰换肾！他将如何揭露真相，惩治这对狠心的父母？这场亲情与复仇的较量，究竟谁能笑到最后？,https://p3-novel-sign.byteimg.com/novel-pic/3dea7e54407a6e45a3ff692eb3ef6dfb~tplv-resize:0:720.webp?lk3s=4a76a7c7&x-expires=1767832505&x-signature=Ld2XEhW4Cna7uV4jhq0g7IGSCX8%3D,,赵志盟
被偷走的荣耀,2025,,short,7.5,2025/7/29,王兴从小走失，被养父李天宏收养，八年前王兴查到自己的亲生父母是王胜林和李兰，于是为了报答生育之恩选择回归王家，并且在这八年间呕心沥血研发出全球最领先的6g技术。然而养子王力暗中挑唆，父母对他偏听偏信，两个姐姐也因此讨厌王兴，处处污蔑王兴。最终王力甚至将研发6g的功劳据为己有，王兴彻底失望，选择和王家断绝关系。,https://p3-novel-sign.byteimg.com/novel-pic/73232f192dea6b561efe5c9317c0a6c3~tplv-resize:0:720.webp?lk3s=4a76a7c7&x-expires=1768081635&x-signature=t0fMwYH66tKajs2g1Fvswxqtafs%3D,,赵志盟
死期将至,2025,,short,7.5,2025/7/29,江泽意外获得能预知未来的手机，利用它改变命运，揭开豪门阴谋，最终逆袭成功。,https://s3.suju.app/@xdj/20/pqVj9/0.jpg,,赵志盟
衣锦不还乡,2025,,short,8.5,2025/7/29,两村世仇,https://s3.suju.app/@xdj/24/F8ohZ/0.jpg,,赵志盟
魔鬼律师,2025,,short,8,2025/7/29,魔鬼律师因妻子去世洗心革面,https://s3.suju.app/@xdj/30/WeGdp7/0.jpg,,杨宗儒
莫名其妙爱上你,2025,,short,9,2025/7/29,沈家大小姐沈凝与庄氏总裁庄旭三年婚约至，庄旭要离婚，让沈凝选分手费或等沈家破产。庄旭车祸瘫痪后有了读心术，发现沈凝是穿书人，能听到她的预言，对她兴趣大增。相处时彼此爱慕渐生，沈凝想改原著剧情与庄旭相伴，可改变过程中，剧情反噬却屡屡殃及他人。,https://v1.img.360kuai.com/t11508c75c87415ff032371cc5d.jpg?size=853x1137,,赵志盟
其实也没那么爱你,2025,,short,8.5,2025/7/28,在席慕深眼中，妻子苏溪只是个瘸腿的家庭主妇，他却不知她曾是国际泳坛闪耀的冠军青鸟。五年前，在赛场绽放异彩的苏溪救起落水的席慕深，他们也一见钟情，可救他时苏溪伤到了腿，为此隐退，与他步入婚姻。因青鸟比赛时总是戴着面具，所以席慕深也不知道妻子就是青鸟。婚后，席慕深因心里一直爱慕青鸟而对苏溪羞辱作贱，两人最终离婚。离婚后苏溪决定重回泳坛，做回青鸟。此时，听到青鸟回归的消息，席慕深也是第一时间赶到...,https://p6-novel-sign.byteimg.com/novel-pic/732b4c5a56022f35e84d45d4904efff4~tplv-resize:0:720.webp?lk3s=4a76a7c7&x-expires=1770345286&x-signature=CYEmbfrnD8Mgq8zYlzFkazaYL7Q%3D,,邹盛文
平安归来,2025,,short,8,2025/7/28,苏云辰被拐多年后，重返家庭，揭开豪门秘密，逆袭人生。,https://s3.suju.app/@xdj/19/WEUpYC/0.jpg,,邹盛文
天策战神,2025,,short,7.5,2025/7/28,因母亲病重，镇守北境五年的萧天策决定回到江城。回来后发现，母亲和妹妹一直遭受赵氏集团赵傲天和舅舅秦德的欺辱。同时，和自己青梅竹马的言幼惜，也受到赵傲天的打压。萧天策开始动手，让这些人一一付出代价。随着事情的深入，萧天策逐渐发现了有关自己身世的秘密，于是决定前往帝都，找真正的仇人，报仇雪恨！,https://s3.suju.app/@xdj/11/a1IDR/0.jpg,,邹盛文
逆境极光,2025,,short,8,2025/7/28,退伍军人黄子豪荣耀返乡，却惊见未婚妻刘天娇与哥哥黄嘉伟的订婚宴。刘天娇羞辱他，黄嘉伟要将他赶出黄家、独霸产业。走投无路的黄子豪买醉时得唐倩相助，进而结识光子成。黄子豪选择酒水赛道，其真诚打动光子成，获光良酒销售权。最终，他凭借光良白酒逆袭，还与唐倩喜结良缘，成为人生赢家。,https://p6-novel-sign.byteimg.com/novel-pic/a65f9f12b187efe12efc446863afe9be~tplv-resize:0:720.webp?lk3s=4a76a7c7&x-expires=1770345324&x-signature=d2kOx5IOlNk1GUcusUPrP8emtdY%3D,,邹盛文
娘恩,2025,,short,8,2025/7/27,江晚秋遭丈夫家暴流产不孕，离婚独养江澈。江澈海外名校毕业归来成总裁偿债。江晚秋受辱，江澈亮百万玉镯。后召开发布会揭真相，江晚秋成“模范母亲”，江澈与原生家庭决裂。,https://p3-novel-sign.byteimg.com/novel-pic/72521f14a93ace9926e221c3f9903b90~tplv-resize:0:720.webp?lk3s=4a76a7c7&x-expires=1770284716&x-signature=dsqh0mugOi%2Ft7QIDLa5AcS0mabg%3D,,邹盛文
爸妈回国后，我走上巅峰,2025,,short,8,2025/7/27,父母离婚后竟是隐瞒身份出国打拼的全球首富和战神？儿子陆阳却在工地搬砖，还被女友和丈母娘嫌弃。当父母归来，陆阳的人生将如何逆袭？前女友又将付出怎样的代价？,https://s3.suju.app/@xdj/40/zIQcC/0.jpg,,邓威
末日之热浪来袭,2025,,short,8.5,2025/7/27,刘世重生末世前，逆袭复仇，携手强者迎战末世。,https://s3.suju.app/@xdj/20/WuePBM/0.jpg,,祁圣翰
过年回村我的爱情变了颜色,2025,,short,7,2025/7/27,订婚前夕,https://s3.suju.app/@xdj/34/WU0H8Y/0.jpg,,邓威
公道之情义无价,2025,,short,7.5,2025/7/27,龙门帮主霍震宵金盆洗手，回归家庭，却因青蛇帮挑衅重出江湖，守护家人和南市。,https://s3.suju.app/@xdj/20/81qht/0.jpg,,邓威
万米之上,2025,,short,8.5,2025/7/26,张磊在飞机上遭遇神秘轮回，每十分钟飞机爆炸一次。为阻止坠机，他与Alisha展开一场生死较量。,https://s3.suju.app/@xdj/17/qUvYW/0.jpg,,马翼
直播偷听动物心声她成为顶流,2025,,short,8,2025/7/26,拥有偷听动物心声的孤女顾依然，意外卷入豪门阴谋。为救病危女孩，她开启玄学直播，揭露亲情谎言，怒怼恶毒外祖父，一步步揭开身世之谜，最终逆袭成神？,https://p6-novel-sign.byteimg.com/novel-pic/d5e9fdeff9eb3e77e9ac86cb540375a0~tplv-resize:0:720.webp?lk3s=4a76a7c7&x-expires=1768219054&x-signature=ZyqWN%2Fis%2FwhRJnv0QaW4zo34iqA%3D,,董一
破晓,2025,,short,8.5,2025/7/26,丈夫出轨家暴，婆家冷漠刻薄，她忍无可忍？一盘人肉饺子，揭开家庭伦理的惊天黑幕！哑女为母顶罪，绝境能否逆袭？爱与恨交织，真相扑朔迷离！,https://s3.suju.app/@xdj/47/FWVy1/0.jpg,,祁圣翰
浴火,2025,,short,8.5,2025/7/25,普通职员江勤因救助老人耽误上班遭妻子指责，却意外查出癌症晚期。在绝望之际，他竟是身价千亿的沈氏集团太子爷？究竟他能否战胜病魔，收获真爱？,https://s3.suju.app/@xdj/31/AWlKw/0.jpg,,祁圣翰
选择系统，重回高考前,2025,,short,9,2025/7/25,重回高考前，程浩意外获得学霸系统，本想躺平选择七百五十万，却阴差阳错走上学霸之路。高考满分，名校奖金，爱情友情双丰收，弥补前世遗憾，开启星辰大海的征途！他会如何逆袭人生？,https://s3.suju.app/@xdj/49/yl8XGU/0.jpg,,委佳宇
热辣滚烫之华丽变身,2025,,short,8.5,2025/7/24,白药在婚礼上被人公开嘲笑长得像猪，联姻对象纪云深也对她心生厌恶，伤透了心的白药在屋里偶然捡到一本《千金瘦身方》，开启了为期一个月的魔鬼减肥，瘦成了倾国倾城的大美女。在爷爷的生日宴上，白药闪亮登场，让所有人都惊叹不已。纪云深对白药心动，并对自己伤害了白药表示道歉，但白药并不领情，纪云深开始了追妻火葬场的生活。,https://cdn.duanjubaike.cn/cover/2025/11/aNdfxIDnlTFC2qKfX1Hyc96uo9YHKwL9AzDQljaZ.jpg,,邓威;秦天爱
攻略黑化男配,2025,,short,9,2025/7/23,林笙笙因被云宸掐死，意外穿越到《女主我最大》这本书的系统，获得一次重生的机会，并拿到了任务线——攻略云司衡、阻止男主被杀，在一系列情节的推动之下逐渐爱上了他，走向大女主的剧本路线。,https://p3-novel-sign.byteimg.com/novel-pic/de2fdba20f2abc30ca49f79583697d63~tplv-resize:0:720.webp?lk3s=4a76a7c7&x-expires=1769557870&x-signature=qwp%2BUSHDz2dLtQma%2BJEz9JjDq%2Bk%3D,,邓威;陈天晓
绝爱倾城,2025,,short,8.5,2025/7/23,姜念与沈淮安在爱恨交织的复仇中斗智斗勇，揭开豪门恩怨的真相。,content://com.android.providers.media.documents/document/image%3A1000117627,,孔奇力
宠妻就变强，我的女帝老婆藏不住了,2025,,short,8,2025/7/22,重生为反派的陈青，原本打算摆烂绝不招惹主角，安安稳稳过一生，谁知竟意外绑定宠妻系统，要让他去攻略天命女帝，还与其结婚？可是这个天命女帝乃是剧本中男主角的第一红颜，最终在系统的海量奖励诱惑下，作为反派的陈青只好对不起主角，努力宠妻了。,https://s3.suju.app/@xdj/51/pzFO7/0.jpg,,孔奇力
你比星河更璀璨,2025,,short,8.5,2025/7/22,豪门千金惨遭陷害，涅槃重生！当真相被掩盖，爱人能否相守？复仇的火焰燃起，她将如何手刃仇敌，夺回属于自己的一切？海洋之星的秘密，又将指向怎样的阴谋？,https://s3.suju.app/@xdj/50/WzM303/0.jpg,,孔奇力
传家宝被砸，我选择离婚,2025,,short,6.5,2025/7/21,赘婿林峰遭妻子柳菲菲羞辱，传家宝被砸，真实身份竟是豪门继承人？柳菲菲为初恋背叛婚姻，最终身败名裂，林峰如何逆袭复仇，夺回属于自己的一切？,https://gimg2.baidu.com/gimg/src=https%3A%2F%2Fwangwangzyimg.com%2Fupload%2Fvod%2F20250718-1%2F21771290238aefc22d5f7c222cacf2d1.jpg&app=2028,,邓威
千金你是谁,2025,,short,7.5,2025/7/21,林志远勾结妻子的闺蜜杀害妻子沈欣洋，葬礼当天，“沈欣洋”却回来了，打得所有人措手不及。 邱晓楠假扮妹妹回归沈家，调查死因，为妹妹复仇。 复仇即将成功之际，失去记忆的沈欣洋却回归了，还站在林志远那边……,https://vpic-cover.puui.qpic.cn/d3544nx3e61/d3544nx3e61_1711723976_vt.jpg/720,,赵龙
余生不见你幸福,2025,,short,9,2025-07-20,五年前她被迫离开，五年后为救儿子重回他身边，却发现他早已心有所属。面对他的冷漠和白月光的阻挠，她能否逆袭成功，救回儿子，重获爱情？他最终能否发现真相，原谅她的不辞而别？,https://images.tmdb.org/t/p/w342/nheo6g0kK13IDowkRplW6xpUtdB.jpg,https://images.tmdb.org/t/p/w780/qJLZkemM0PkmWa2568wBEFLKetD.jpg,乔佳乐
往后余生，多多指教,2024,,short,9.5,2025-07-20,职场小透明余多多因意外和季晏书一夜情缘并意外怀孕，为了孩子，在季老夫人的坚持撮合下和季晏书闪婚，然而季晏书有一个谈了多年的女友，他和余多多约定等孩子出生就离婚让一切回到原点，然而一切都脱了轨，三个人的感情该何去何从……,https://images.tmdb.org/t/p/w342/riEf4emEN3sjOCX73YcjcVfYlm2.jpg,https://images.tmdb.org/t/p/w780/pd3btZu7fkgcSCDv3CbHSvwRqDJ.jpg,白方文;施景子
错嫁君,2025,,short,8,2025-07-20,年轻守寡的陆安宁为亡夫谢云望一家辛苦操劳，助义子谢子宸功成名就，不想临死之时才发现谢云望假死，谢子宸假意，小三林婉儿更是嚣张跋扈。 重活一世，陆宁安展现出惊人的坚韧，斗渣男、智小三、整谢家，实现了自我救赎和成长。 ，反转，逆袭，重来人生，古装短剧，宅门风云,https://images.tmdb.org/t/p/w342/liiNTQOpRzdLqV0NSuRhNnsdHpB.jpg,https://images.tmdb.org/t/p/w780/gL9xdzp3VaDKpRkBPYPksbgkI7K.jpg,孔奇力;张楚萱
在澳门念书的女儿回村了,2025,,short,9,2025/7/20,澳门女大学生童有悔返乡，发现父亲深陷赌局，输掉巨额学费。看似简单的赌局背后，隐藏着巨大的阴谋。童有悔能否帮助父亲摆脱困境，揭露真相？,https://s3.suju.app/@xdj/45/WoNYOi/0.jpg,,王倩
余生不见你幸福,2025,,short,9,2025/7/20,五年前她被迫离开，五年后为救儿子重回他身边，却发现他早已心有所属。面对他的冷漠和白月光的阻挠，她能否逆袭成功，救回儿子，重获爱情？他最终能否发现真相，原谅她的不辞而别？,https://s3.suju.app/@xdj/46/yeC4ry/0.jpg,,乔佳乐
掐错红线牵对郎,2025,,short,8,2025/7/20,实习月老点点下凡历劫，误断姻缘，霸总顾祀羽情路坎坷！为弥补过失，点点能否成功牵线顾祀羽与白婉转世姜早？豪门恩怨、前世情债，他们又将如何逆天改命，收获真爱？,https://s3.suju.app/@xdj/38/eyhYk/0.jpg,,孔奇力
凭爱意将月光私有,2025,,short,8.5,2025/7/20,青梅竹马的许莓和陆知衍在婚姻与家庭的纷扰中，经历背叛与误解，最终找到真爱的故事。,https://s3.suju.app/@xdj/18/7Zn2S/0.jpg,,王嘉懋;吴明宇
我和乞丐老公都不装了,2025,,short,8.5,2025/7/20,林落笙是龙隐家族大小姐，为报恩与苏家灏交往三年，助其致富。苏家灏却娶宋莹莹，林落笙怒而与乞丐陆眠风领证，誓言助其成首富。后发现陆眠风实为幽冥殿尊主，婚后两人相爱，发现陆眠风才是真恩人，最终真相大白。,https://vpic-cover.puui.qpic.cn/a3550l86dyc/a3550l86dyc_1716531126_vt.jpg/720,,鲜嘉臣
沙盘秘境：小人国之战,2025,,short,7.5,2025/7/20,庆国大将军萧越被毒害后意外重生现代，却发现自己的沙盘竟连通古代世界。为拯救饥荒连年的庆国，他该如何运用现代科技力挽狂澜？与女帝之间又将擦出怎样的火花？,https://s3.suju.app/@xdj/34/W6pKxZ/0.jpg,,孔奇力
错嫁君,2025,,short,8.5,2025/7/20,重生千金发现夫君假死骗婚,https://s3.suju.app/@xdj/32/WWNAcR/0.jpg,,孔奇力
